key,source,target
/7D99ACFA4A065E39FA3036B5307A5DED,"Lucas Pope
Lu Nascimento
Lydia Koshkina
Lyudmila Elizarovna Mezenina
Mark Brown
Marya Lapka
Mashechka Syroid
Max Turnbull
Meredith Hall
Natalia Dashevskaya
Natalie Wynn
Noah Caldwell-Gervais
Oleg Korabelnikov
RagnarRox
Rares Cinteza
Rebecca Owen
Robot Teddy
Saleem Dabbous
Simone de Beauvoir
Taisia, Natalia & Aleksander Klepinin
Theo
Valentina Bezrukikh
Victoria Tran
Vic Bassey
Volia Kapitonova
Walt Williams
ZA/UM
Zach Soares
Nadejda & Aleksandr Mogilenskih",
/6BDB4F0D4746384A4A67F5B6FC892BE7,Lulu Chiba,
/1A60EFB848681D20FCBD0EBBB24E900C,СРЕДНИЕ,
/BC93E71B44510BEF46956BAA1AAF2B26,СРЕДНИЕ,
/EFA8C4014DDC263729342D8E961D29B2,СРЕДНИЕ,
/61F7622747DFD35F08014D8135024112,MONARCH STUDIOS,
/E33910524D92A9DFACD02C91EE97369F,Главное меню,
/8E0D828944DB30B3B8726BAFCEC9C7E9,MainMenu,
/4FE1A34747FEF759F8B40199ACE690ED,Maluly Martinez,
/FE3E4137467C819E9E648DB165825977,Maria Danshin,
/4A22366449DAACF23B5385A602024F7F,Maria Romashko,
/255339E54624D2C9B95050B359CCE886,Martin Hanses,
/0FB0EC4D450E888CEE3F0B997B0E4721,Общий,
/9E9939D5423F852261A0CF923BA083C7,Message,
/C0839AE4428AB943292AFDB4E80F5321,Mi Chang,
/FE198BB54701A4CA3204F086F23AAFB7,Mikhail Klivekin,
/FFF8042F4339F265FC4E65B527D6770B,Музыка,
/DB6CAED94E7A761BBB6503B8FB9739F7,Music Mixing and mastering,
/1C6E00AD4BE5BF80309111ABA33132B4,Н,
/A92A74F840ED013DEABD4C8E94E5B9D9,N E W  O B J E C T,
/0B4DEF09415AC753997B54BE5471B51B,НОВАЯ ИГРА,
/981979304DE832B04203C4A2EE6F688A,НЕТ,
/DC5ACBF34DD782EBA05D8CAE9FC8A109,НЕТ,
/A583104C40289AD0A3EC59ACECF04549,Name,
/D118A1E24CE8C367B7EC64BF075D951D,Name,
/D6C1FD1B4E53A4324B3BCB84B548A436,Navigation,
/6245C6EB48BE9382532F9B81F0069FB9,"Neil Finlayson
Neil Jones-Rodway
Neilson Brown
Nejita
Nekot The Brave
Nelson Vallerand
Nexkaa
Nic Packham
Nicholas Cole
Nicholas Dougherty
Nicholas Maddaloni
Nicholas Yun
Nick ""IDZUNA"" McGrath
Nick Bojanowski
Nick Ford
Nick Jennings
Nick Morris
Nick Schaedel
Nick Sima
Nick Smit
Nickelplant
Nicky Bond
Nico Padua
Nicolas Désy 
Nicole (germie) Moyle
nicomochi
Nikephoros Gorgonites
Niki Coppola
Niki Koivisto
Niki Randombandit Nair
Nikita Monokov
Niklas Starck Westerberg
Nikola Šobajić
Nikola Tanaskovic
Nikolis ""Zaratoth"" Asimakis
Nimrod Slor Futterman
Nina E. Mullen
nixelpixel
Noah G
Noah Taylor (Quaxo)
Noah Wexo
Noda Raccoon
Nolan Check
Norbert Martin
norfolk_s3d
Nulani t'Acraya
Nuno Povoa
obscur_pastori
occ1 
Octavi Navarro
Oddvar Løvås
Oh Sweet - My name is in the credits. 
Ohad Kanne 
OHMSY D
Okamotics
Olesya ""Totorofox"" Mayorova
Oliver Acuna
Oliver Christen
Oliver Haslinger
Omar ""the Omar"" Zeid
Omar Abul
omarcdis
Omikron
Ondra[sej]
OneLifePlease
Onofre Vazquez
Orane ""Nimaël"" Roché
Orona Red
Oscar Kham
owlfly
P Schmitz
P.T. Lindgren
Palmer Danner
Papaioannou Vasilis 
Parker Beaman
Pascal Frei
Patato Valdés
Patrick ""Volkendo"" Derboven
Patrick Aggergaard Olin
Patrick Berlinger
Patrick Bürckstümmer
Patrick Kop
Patrick Owens
Patrick Willett
Patrick 康仔 Boutin
Patrik Andersson
Patrik Hanson
Paul Beilyond
Paul Caringal
Paul Cartwright
Paul Hughes aka The Lord of Leisure
Paul Koerber
Paul Stypula
Paul-Vincent Roll
Pauline Martyn
Pavel A. Aliev
Pblao
Pdidi
PDS
Pedro Carvajal 
Pelle Ingmansson
pentaphobe
Pepe Romero (Pepaco)
Peppage
Per Martin I Olsen
Perrydotto
Peter ""Sleeper"" Mracka
Peter De Wachter
Peter Kimball-Evans
Peter Ljungman
Petr Priba Pribyla
Petr Zeman
Pham Cong Thanh
Phelagor
Phenomime
Phil Barnes
Phil Johnson
Philip du Fresne
Philip Maddox
Philipp Hamerski
Phillip Avery
Phillip Roberts-Jones
Phoenix Meow
Phosphor Wulf
PHR Foxcoon
Phyllis Ng
Pianetty
Pickle McButterbones
Piers Meynell
Pinky Raccoon 
Pixel
Pixelblack
Piya
Plaga_Medicum
PlanetDystopia.net
Podterebov D
PolarBearJay
Polly Cotter
Polygonalchemist
Pookles
Pope Adrian the Confuser
prantz1960
ProjectMQ: A New Hope for Indie Games™
Quazi Joe
Quinn Curtis
Quinn Wyke
QUINNY QUINN QUINN
QuoteTheKitty
R Baldwin
r00t
raccoonsRppl2
Rachel H Sanders
Racoon Goon Ryan
Racoon Man
Rad Betayeb
Rafic Hamarneh-Vawter
Rahmani Edon
Rainbow Rodent
Rainer Winkler
Ralf Teusner
Ralix ""Guttersnipe"" Oaken
Rambo_Grug
Rami Abu Shakra
Ranada Polite 
Randy ""Silk"" Fields
Raoul Crosby
Raphaël Bongat
Raton-Lover
Raúl Madueño
Raymond Kovie
Reapdri
Rebecca Howarth
Regner Blok-Andersen
Reiver Horse
Remy Lebreton
Rex Umbra
Rhech Capel, the silent but deadly
Rhiannon Crothers
Rich Welsh
Richard Hough
Richard M.Hopple, Jr.
Richard Raghoo
Richard Viewegh
Richard Von Hendy
Ricky ""Rackyroo"" Heyer
Riley Fraser, English Major
Rina
Ringune
Riordan Palmer
RJ Clark
Rob Fowler
Rob Hooley
Rob McMillan
Robert ""BGB"" Eriksson
Robert Durden
Robert E.L. Schmitz 
Robert Huynh
Robert Thompson
Robin Gonzales 
Robin Yang
Rodrigo ""Rodarch"" Arcanjo
Rodrigo Carrapeta de Souza
Rodrigo Fontes Torres
Roger Callan
Rolf S. from Bocholt/Germany
roma dmitriev 
Roman Gromov
Roman Khazizov
Roman Ostrovsky
Roman Rolliwood
romualdr
Ron Vaisman
Ronald Pomp
Ronald Siefkas
Rorschach
Rose Tang Trinh
Ross Williams
Rotobit
Rott
Roy Chua
rudeforblue
Ruus Kwiecinski
Ryan golden
Ryan Guilbault
Ryan Linn
Ryan Matta
Ryan McAuley
Ryan Quintano
Ryan Sharp
Ryan Slattery
Rylai
Rylan Branch
Ryland Aziz
Ryusui
Ryuu
S. Hagemann
Saar Nagar
sadouxi
Salamander Design
SaltyPepperino
Sam “Crossover” Gillespie
Sam Flores
Samantha Jones
Sammy ""MonkeyKombat"" Awad
Samuel Borthwick
Samuel Pickard
Sandra Bordus
Sara Evans
Sara webb
Sarah Freya Beckett
Sarah Z
Sascha Altschuler
Sascha Heberger
Sasha Goddyn
Saul Bottcher
Sauli Nurmi
Savrin Drake
Scarlett Vithica, mobster at large
Scitiv
Scott Bishop
Scott McIrvin
Scott Munro
Scott Preston
Scotty Jones
Scout & Freckle
Scyvvir
Sean ""Waldo"" Rodriguez
Sean (Karadorn)
Sean Ebersviller
Sean K.I.W. Steele/Arcane
Sean Malone ""Badger""
Sean McPherson
Sean Pelkey
Sean Samshuijzen
Sean Steen
Sean Turbitt
Sean Whitaker
Sébastien Delahaye
Seiya Suzuki
Selina Schuler
Serge Beaumont
Serge Skunk
Serge Skunk
Sergey Sokolov
Sergey Storchay
Seth Marinello
Shadow Panther
Shadow Raccoon
Shadowninjah641
Shamax
Shane Clark
Shannon Shaner
Shawn M.
ShawnTails
shd_Eod
ShiftyPumpkin
Shimpei Omae
Shinewolf
Shirley Higashiguchi
Sho2010
Shonna Lierre
Signora Poporape 
Silent Hunter UK
SilverNight
Silvian Grey
Simon da Costa Pereira
Simon James Edwards
Simon Parisse
Simon Threasher
Simon Trebern
Simon-Laslo Janßen
Sixty Gunner
Skeeby Bath
Skemp
Sketchy Wolf
skrysz
Skye Collie
Slashrofl
Sleepsie~
SlenderCario
SlyCat
SnakeEyes SAM (RP2)
Sochsun
Soleil
Sonja Karmann
Sparkxster +
Spencer Koch
spencer soares
Spiralofvertigo
Splintered Caravan - Cyberpunk Audio Drama
Squam
Sriranga Veeraraghavan
StarRiver (HE-ZHONG ZHAN)
stealthion
Stefan ""Bluemaster1981"" Werdelmann
Stefan Calico
Stefan Lännbrink
Stefano ""Rosiello"" Padelli
Stephan Klier
Stephan Pelizzari
Stephanie ""Six Bubbles"" Corrigan
Stephen Baird 
Stephen Mortimer
Stephen Reading II
Stephen Teague
Stephen Terry 
Stephen Villot
Stephen Whittle
Sterling Wild Pigeon Treadwell
Steve 2501
Steve Leadbeater
Steve Parker
Steven Miclette
Steven Sood
Strawberry Charlotte
Stryker Fox
Stuart ""Sslaxx"" Moore
Sunshroom18
SuperFlyJedi
SuperSqueaks
Susie Cummings
Sven Almgren
Sven Oesterle 
Swag Nasty
Sweven Uslot
SwirlingShips
SwordFire
Sybernetyks
Sylar & Korin
Sylvester Northcole
Sylvester Ting
T-Rep T-Rep
t*demigod Vilgefortis
Taeemul Chowdhury
Tailen
Takel Windfeather
Talon and friends
Tank Girl - The real life version ;)
Taras ~TSK~ Anatsko
Tardos Fülöp
Tate Pryor
Taylor C. Berrier
Taylor Causer
TCLovesGames
Teddybearsuplexxx
Tenax Raccoon
Tensai Raccoon
Tenyao79
Tero ""Kahvikone"" Aalto
TerrAvery
Tersi Geniss Archon
Tevel Drinkwater
That one dork
The Bright Green Frog
The Buggels
The Good Doctor Meh
the_fallensage
thebishop8
theGalaxy89
thehopelessheathen
Théo Gaillard ~
Thesleepingjay
Thom Duda
Thomas A. Lewis
Thomas Adamantiou
Thomas Becker
Thomas Brestrich
Thomas Faßnacht
Thomas Hada
Thomas Hjelm
Thomas Jansen
Thomas Saboy
Thomas Say
Thorambar
Thorsten Kaufmann
thouthpaw
Tidyrig 
Tim ""Zelzius"" Janisch
Tim Bilbrough
Tim Duclos
Tim E
Tim Schunk
Timmy Petersson
Timo Krahl
Timothy Dahlquist
Tina Sukhova
Tobias ""Corben"" Krummen
Tobias Andreasson
Tobias Sprenger
Todago
TodasGamers 
Todd Ritchie
Todd Sieling
Tofol Martinez Lorenzo
tofulover3
Tollwut
Tom Black
Tom Bowman
Tom Jones
Tomàs Watkins
Tony Clyde
Tony L. Page, Jr.
Tony.B (Wuff)
Tore Kristian Nygaard Kobbenes
Towel
Trakester
Tram Phan
Trashboi The Swamp Baby
Trashius Pandius
Travis Horrocks
Tredain
Trejaan Cavelion
Treman
Tremoir
Trent Marshall Jones
Trent Stollery
Trevor Brick
Tron3000
Troy Crumley
Try0again0bragg
turtleonmars
Turtlewit
Tybault Applesmith
Tyler ""TJV"" Vaughn
Tyler Gallup
Tyler Knight
Tyria
Tyrian
Tyron Mhorr
Uffe Illum
Useless.dinosaur
utrrrongeeb
Valery Akulinich
Valery Morozov
Valorn
Vanyan Vulpes
Varvara Olyunina
VasqEazy
VeeKiraRay
Vegard Stolpnessæter
Venancio Cabel III
Venceremos A.
Verace X
Veronica Beaudion
Verónica Vincent
Veronika Zýková
VGNomad
VGR
Vicki and Ian Dutton
Vicki Hsu
Viktor «Arawaz» Antipenko
Vincent Stolz
Vinno
Violet Procyon
Virginia Vega
Vivian Chan
Vladimir Kiselev
Volsted
Vox Anteron
VRaccoon
Vy Nguyen
Vylit Wolf
Wee Heavy Walter-Stern
Weirdo Beardo
Weiterer D
Whiskeyjack 
White Jack McMorrow
whitequark
Wicky
Wilber H. O. Anderson
Wildkin Raccoon
Will Hirst
Will Morton
Will.I.Am ""JJonald"" Hart
Willhameena Power
Willi Kampmann
William ""Washing Bear"" Molls
William T. Marques
William Timothy Treal Taylor
Willy ""Sunset Hero"" B.
Wolf Knight
Wolferren
Wolfret D. Caigan
Wolfsbrigadeur
WolfSkunk RedWolf, Adm, CMSC
Woodyflash
wottermelon
WrenYena
Wybe Buising
Wyldie
X. Rödhamr
Xavier 'FenriX' Bodénand
Xavier Nieves
Xil
xivnoir
Xx_3l33t_Kyedaman_xX
Yann Margan
Yann Rosenbaum
Yegor @f1yegor Andreenko
yes
Yes
Yes, please.
Yiwei Zhong
Yorick Hawthorne
Yuichi 
YUNJONG KIM
Zach Davis
Zach Mouri
Zach Subramany
Zachary Long
Zachary Peters
Zack Seah
Zaddum
Zalga Demented
Zap Shakur
Zeal0t
Zefiro Anthragon
Zeke Silverwind
Zelse
zen
Zenteno Roiszenber
Zigurana
Ziya
Zomgshiny
Андрей (Mokkochino) Шатров
Владимир
김알렙 アレプ King Alrep
하콘이
笑",
/3EE9A38348B879B52C12D2A692150049,New item added,
/1B8554224B74F94B11074681F37BA684,New log entry,
/E9CABC9644A11C04D417C8AFC92B8E6A,New objective,
/DD769DFB416EC83AE439EB8966F5FF0F,Nikita Danshin,
/2D0C8F49440122C6E9998FA71C202A1E,"No. Got a big lead, though.",
/03C9C33C4953221D3F0A8EA2942D75C0,None,
/1A8A83FE4DA72466D752D79AA8599C76,None,
/9A4F6A034EB64FB96CDE98B2CFA7251C,None,
/C422C7E14A3240CBF6F257BFDAA80348,None,
/BED588EB42D6EFBF2E7D3FB8EC86B321,Normal speed,
/404E5920469C7CA81A12D188A333B542,Nothing like that. We work well together. I respect her.,
/B066554245C3C5B491F2288F69693FB5,ЦЕЛИ,
/5A4610C748AE6D97DA5EB09AEFE48D78,ВЫКЛЮЧИТЬ,
/F07B8ADB464695F9630A0B8F1E9402E1,ВЫКЛЮЧИТЬ,
/1A74B82F41C504F1A29DABA38F566AE0,OK,
/3F48CDDE456E49C5DA86D59DEED71312,OK,
/532207994060B44F62490E8A14BB96C8,ON,
/A4CBCEE24BAE74EC3DA2279AA695BB68,"ORIGINAL MUSIC BY 
NIKITA DANSHIN AND AROOJ AFTAB",
/3B4EB8674BC42762F946B59B91F8016C,Objectives,
/7C5F29CB4E00CCA1ED133D8A75E7727C,Objectives,
/B7AA398A416129191D61EDB001C4A96F,Oh! When are you expecting?,
/C4635689458940DFE8366F83E0DD3590,Oh! When are you expecting?,
/CDFBD97F420E7C374D3ACD966DF678E4,"Patinson, it has her husband's hand writing on it. This note was given to me by Mrs Patinson ",
/EA1DD5C348969BFD773385A89BAB84F5,Paul Wilson,
/2087A44F47D55E639B00C386F80E87FA,PauseMenu,
/FA44E7794E733511B8C99F858F82A9A3,Phone,
/EEF79BDE49D02CAAB652F096409259AB,"Polite? Hah! I didn’t realize you were part of high society, Howie? You fixing to become a minister?",
/3034F4F348D5EE76F52D6F8E331C4D8C,Пост процессинг,
/2986C73F4F26C41AFBC8328AF23538F7,Нажми [E] для взаимодействия,
/A6B480BB40675432E8B0788BC9CA245D,Нажмите любую кнопку,
/41B45208451379CF7B38F2941E318934,ВЫХОД,
/7BE9E8A14C6B9C8F76F5E2B6CF57B461,Выход,
/237A190448BEA51E14FE28BF251B4E95,Radu Girjoaba,
/B3F5370942A03AC820952DBA7DD77136,Rares Cinteza,
/2003E06142B67BD81259BA8B62D4936D,Relax. I'm not about to deprive you of your best customer.,
/F110C55B4F9ACEB427565F93532DD2E8,Remove all items,
/55E867B5432616D2C2CEB1A7866FF201,Remove all logs,
/DA709CD14EC9137BE36348A5B6C5CA86,Remove item,
/9AF1D6FE4101DBA887EBED9401B114C1,Remove log,
/AEF6E7F046A9DF2677AB0E80AB291E80,Remove save,
/87799EF64B7C8F41D813B6B506EE2831,Remove save and remove game,
/5D34D3DC4553031EA167308BB6B3E619,Remove save and restart current dialogue,
/C3762F414CDD021697F15CA7C469A767,Remove save and restart level,
/1F22AA014DA10E1C434FF79E993DF3E4,Reset,
/03BC9E2D4C0187F29604768FD40C6E14,Разрешение,
/0EE751354AB3D930B549418608127430,Перезапустить уровень,
/8E3EDDC74580E9AE1214C7915182FB2C,Return in Howard,
/519336614481DE591CB6E68B0BED5E3A,Сбросить по умолчанию,
/E9858DF24A1A6B5205C47697734D94ED,Вправо,
/FE792170472A33D0789BC1A31ED8114C,Run 1,
/D4B930724E1B55A62CE72794911EEC53,"Russian localization, editing",
/14723EE54EBB1615760CCFA0DED4AE34,"Russian localization, translation",
/5C34DA3C49DFBEA9A017ECAA32E4DDC4,НАСТРОЙКИ,
/E16796644FB71663821AB1B2CCDEE37B,SPECIAL THANKS,
/205744B2400D19EC8B14199E43F5095F,Сохранение,
/3EDD18E649474AE28B3218816E075A37,Режим окна,
/9393BF6F4D725C0C26828EA35EFAE37D,Scroll log,
/1A92F63F4F0BDF607C7F2486F1C8E923,Scroll the list,
/5EEEEBDB45369AA11CA6EC9E102E0AFD,Scroll the list,
/078543BA413E483DCFB521A9BBC97F25,Поиск,
/819A6660485E7E51A5440A932817F2A5,Secondary Language,
/DA424B8B41F0B9177A88E4A44B6DF627,Select,
/4F5F0F85428B64986F7D1E8D5C48D414,Set FOV 'Z' and 'X',
/D34B38984854D12CFCA29A88B98FF929,Set pause,
/580F16D343DA13B7F74AC480A44BA494,SettingsTab,
/0D9C8A6E479A3843746EAABFA6BE1246,Качество теней,
/615FDF194DD01CC1C199D8AE0C0CC4B9,Shoot. That’s Downey right there the police booth. He’ll eat my brains out if he sees me.,
/0A4C4F604661323054E3FCA60A2EC3CB,Shouldn't that be a personal choice?,
/F209744D4354EB2F7D4454A7610B2760,Shouldn't that be a personal choice?,
/2FC12CD44552C71194C0998C6C02AE89,Show Interact Icons,
/3875EE3B4A7F817EB11A18B0FD959F5C,Show enemy state,
/FAA2701744849945DC0973B5474080F2,Show logs everytime,
/CE1D52A7406BEE35C9B9E1B3351D674D,Пропустить катсцену,
/C30782D6413D75A312B424A6CA77CA7B,"So how about you share instead,    hm? It might do you and that overworked brain of yours some good!",
/552FFC364D5E849905617A83F7078982,"So, what's the case? ",
/F7A5FBEE4F4FB4EB06C572AED02BE79E,"Some controls are not setup correctly, game experience might be limited.",
/9D825F8742E2CD1A41CA148AE87A92D8,Sorry about that. Don't get caught next time.,
/479B1FD54224E70B051BE8A05778B779,Square button to pickup,
/A6CDE4DB462CB08327FD3ABE1914FC0A,Начать диалог,
/BF2B3848426F0BFF8F8F34804B262A5F,Начать диалог,
/3C42CECA4C1EE1C41844EB89B2A523A2,"Switch
language",
/37B52D8E40635F48183AF9A9C81F9C55,TEAM PETS,
/5D79DB724AE44DD32F1C02AE3080D8D3,Teleport to level,
/82E5AEA04051552171D3EA90FF18299A,Teleport to location,
/CA33476E45C86450D75243B2E9BFFC10,Thank you to our Kickstarter backers. This game wouldn’t exist without you,
/5F06D3604BD878A1D898B0BACFF8992B,Thanks to our Discord community champions,
/BE98F15347AD9249EF32B8800B4EC6B3,That Brad fella sure sounds like he cares about you,
/162E688E4E068D390AC278AFA6B12177,That Brad fella sure sounds like he cares about you.,
/DDBE8FD34988539B5E295F85E1402461,"The case keeps getting bigger.   Maybe I'm out of my depth. And    then there’s Renee, who...",
/78B8769346E3A691A96B7ABA93C59DB6,The sad eyes of a child.,
/7A25A0D24C9FF01919BEFDAC8640A623,The sad eyes of a child.,
/78A37D054DB9B2B02D61A28A38AB39D7,Theo,
/4886E9134573FB512975329E2061BE7D,There’s an old saying about books and their covers. But you know better than me.,
/8A9F1A6D4AD5E54B5B7D59B6A510F44C,"This game uses an auto-save feature.
Please do not turn off your game when you see this icon.",
/71966BCA4BDCB9380FA758A3AE070437,This note was given to,
/0A0873F24D3CD55F6E2BC3AA4A58DB54,This note was given to me by Mrs Patinson,
/79AB48A344E030B5123BFABFE285BCC9,This note was given to me by Mrs Patinson,
/148C31EE4DAB7BA1D6A2B8A296CA722F,"This note was given to me by Mrs Patinson, it has her husband's hand writing on it.",
/9623E4EC46B6F963737B41AF0C7667D0,"This note was given to me by Mrs Patinson, it has her husband's hand writing on it.",
/5854A39A47D12090043D8BB39696499B,"This note was given to me by Mrs Patinson, it has her husband's hand writing on it. ",
/E57ABB6942F58A1EDC23EF81AF3FCB0A,Title,
/11B060AE429EA430AE8EC39093926EAC,Toma Klepinina,
/9A037FDA477DD3935E14CBBC025BF6E7,TopCenter,
/3B9BD1924359362784D1179EF8D422D5,TopLeft,
/6C60062945DEAD8EC5C9F78AF199F5D4,TopRight,
/E790B6644C5CCD0EDD54199201C3AFE3,Интерфейс,
/2BF2C7704BA48B6155DDEF8D6F518C36,НЕОГРАНИЧЕННО,
/291CF2D648D67F3A2CFC9AA212048AB2,ИСПОЛЬЗОВАТЬ,
/A8670DCA4810C83BE6408A9ECFE82594,"UX/UI design, motion design, environment pixel art, graphic design, video editing",
/CA197E504167B8E533CBD7BC51373902,Use,
/4F1305A844BAE67BDA57559B29FB44FA,ОЧЕНЬ НИЗКИЕ,
/5FD98AC14C47FF47CC338F9F750449AA,ОЧЕНЬ НИЗКИЕ,
/EF4897A24E9117DD5707D3A7920FC997,ГРАФИКА,
/75680D9B4ABE678AEA956C8808A4422D,VOYER LAW,
/0CF45B644E2F96650176CB856709AFD2,Верт. синхр.,
/EC9AADE44DCBFFA16A9C6EA835904B42,Victoria Schafer,
/9D3608754985144E3FFA449AEB1BB55C,Visited nodes:,
/0B7F4F9C4E1698ACA91E2F987F4A336A,VisualSettings,
/4423D2944BFFAFABBB5CDC9BD58F2032,Качество графики,
/609F550E40945648BDC4869E9C5B0842,ОКОННЫЙ,
/F043FBE14D204D3222DD20B9CF351C3C,ОКОННЫЙ ПОЛНОЭКРАННЫЙ,
/AFDE7DA246A147C271724ABEA90A4A9D,Walk / move object,
/B8FD9EA04934CFDFDC36FFA50E7D867C,We will rock yo ass.,
/55AB20A042C4937DC95574B6AA588437,"What’s new, chief? Did’ya crack the case yet?",
/248ECE2044CF90659ED58DA734B65456,"Woo-wee, love that for you!       Time you stamped your name on the world! H-O-W-A-R-D!",
/EEBDFB084D3A877C20B3BAB79B7B3340,"Woo-wee, that lady! Hah, no    wonder you’re daydreaming! ",
/7B98E3E64567D81B65C08BB32680E39F,Written by Arooj Aftab,
/8F719D6F4A2697C83B8B32BF8B19F8C1,Written by Arooj Aftab,
/C40C26FC498E0CA8E73A8D834077E1CA,Written by Arooj Aftab,
/6C41BEF041E195999218438E24D561A3,"Written by Arooj Aftab
Bass by Manuel Schmiedel
Keys by Casimir Liberski",
/DA8C759249C61A194B744A90DF7F9DFF,"Written by Arooj Aftab
Vocals by Arooj Aftab",
/181A21D042A39D293700528F90BF364A,Written by Nikita Danshin,
/2D55F5FF41D7539821A7578F5D8A03F0,Written by Nikita Danshin,
/6ABEAEF8462733F995D1EE9AB902D8B5,Written by Nikita Danshin,
/B3DABF1B4469DCC84DBBCB889D11BA6B,"Written by Nikita Danshin
Vocals by Anna Bo",
/AE99A87C4257EFA1EE263A9F5DEBC2D3,"Written by Nikita Danshin
Vocals by Arooj Aftab",
/C5DF08F7491E16B1A037D6A39747D33C,"Written by Nikita Danshin
Vocals by Arooj Aftab",
/90A237E14B330D75B8662EB16932D6B8,"Written by Nikita Danshin
Vocals by Nikita Danshin",
/A4D7DE184CF9A421E5E967A9F9B3282E,"Written by Nikita Danshin
Vocals by Nikita Danshin",
/EAACB6CB40A035AB3C432895E0BDBA02,"Written by Nikita Danshin 
Saxophone by Charlotte Greve",
/7900E7F3498FE7D3AE3E7288CB8F1C8D,"Written by Nikita Danshin & Arooj aftab 
Piano by Manuel Schmiedel
Vocals, Bass and Synth by Arooj Aftab",
/1FD0553D4F6ACB6C599B0B84936EC0AA,X,
/435657334562E82DFB93E1A5CB05194D,X to pickup,
/ABBF3AFD4C636B190F46609B742FB12D,X to pickup,
/DC111F064DEDFF8B609E1590822B62B1,X to pickup,
/168D8B0A4D1B8A92960CF7BDFE77A417,ДА,
/7E7B1E4D4ACB216C9B6A2C99347AFCD7,ДА,
/1A865B4C44DFAB314553FF99DB794968,Yeah. Check the glove box. You     know how to use it?,
/4C0B1E764F8FE518B0C5628969D336BB,"You know I can’t tell you. But this one could make a difference, I think.",
